flight_id,aircraft_type,zero_fuel_weight_kg,planned_duration_min,planned_altitude_ft,max_altitude_ft,avg_speed_kts,median_speed_kts,std_dev_altitude_ft,duration_climb_min,duration_cruise_min,avg_fuel_flow_climb_kgs,avg_fuel_flow_cruise_kgs,avg_headwind_kts,departure_temperature_c,had_bad_weather,engine_health_modifier,flight_path_deviation_pct,weight_x_wind,alt_x_temp,total_fuel_consumed_kg
FLIGHT_2496,B777,177169,639,36695,37004,416,417,87.02,37.16,561.93,8.9,5.78,-3.25,32,0,1.02,0.33,-575382.27,1174240,219572.56
FLIGHT_2497,B737,47513,149,31441,31059,466,465,109.19,30.89,86.33,4.69,3.14,3.63,27,0,1.057,0.42,172264.41,848907,29180.34
FLIGHT_2498,B777,137117,652,30957,31289,436,435,102.23,33.58,588.45,7.55,4.95,29.9,33,0,1.06,0.88,4099759.93,1021581,236694.11
FLIGHT_2499,B737,63673,174,40002,39780,451,451,139.94,38.92,99.22,5.43,3.63,3.46,26,0,1.017,2.07,220610.15,1040052,38230.99
FLIGHT_2500,A320,59044,239,35678,36116,406,406,105.25,33.24,175.84,4.78,3.41,28.85,34,0,0.996,2.55,1703139.3,1213052,58166.2
FLIGHT_2501,A330,161162,629,39151,38677,469,469,98.76,40.64,549.34,8.57,5.44,13.29,32,1,1.021,0.33,2141423.53,1252832,221026.23
FLIGHT_2502,A320,45112,178,31957,32342,437,437,72.67,31.36,118.42,4.45,3.12,21.54,22,0,1.057,0.06,971814.97,703054,39676.57
FLIGHT_2503,A330,136570,531,30981,30542,415,416,20.96,31.09,467.68,7.76,5.22,17.14,34,1,0.993,0.62,2340651.26,1053354,176917.53
FLIGHT_2504,B777,159236,596,30506,30876,414,412,114.02,29.86,533.82,7.82,5.56,-10.88,30,1,1.035,2.56,-1733179.11,915180,197443.03
FLIGHT_2505,A320,48330,148,37502,37195,411,413,25.59,37.44,72.48,4.52,3.16,19.88,32,0,1.044,0.13,960711.24,1200064,31172.51
FLIGHT_2506,A320,51926,87,35264,35760,470,471,91.61,35.77,18.86,4.64,3.09,-12.1,24,0,1.0,2.72,-628135.86,846336,13546.45
FLIGHT_2507,B737,57380,98,39625,39279,445,447,126.84,37.9,23.66,4.66,3.32,0.37,32,1,1.06,1.99,21260.9,1268000,18890.89
FLIGHT_2508,B737,48846,117,34288,34218,411,409,65.35,34.42,50.11,4.47,3.17,-17.58,29,1,0.991,1.66,-858876.96,994352,17828.13
FLIGHT_2509,B737,56539,72,40123,39972,402,402,52.73,37.2,0.0,4.97,3.35,12.58,25,1,1.022,0.68,711135.03,1003075,15006.47
FLIGHT_2510,A330,172444,396,39321,39730,462,462,100.93,41.08,315.54,7.99,5.53,-0.15,29,1,0.987,0.7,-26340.71,1140309,127495.16
FLIGHT_2511,A330,168405,353,37856,38278,423,424,36.39,40.84,269.63,8.21,5.63,17.75,25,1,0.999,1.37,2989831.45,946400,125448.31
FLIGHT_2512,B777,145416,616,34788,34730,429,429,106.3,36.78,540.09,7.72,5.17,18.8,34,1,1.055,1.29,2733402.76,1182792,219241.3
FLIGHT_2513,B777,177145,604,35047,34802,407,406,107.35,34.65,537.56,8.73,5.65,18.03,25,1,0.985,2.5,3193144.95,876175,221041.67
FLIGHT_2514,A330,167483,654,32687,32642,444,445,87.79,30.37,594.65,8.34,5.54,-10.9,25,0,1.002,1.15,-1826252.65,817175,207992.16
FLIGHT_2515,A320,55019,143,36205,36617,479,479,83.2,38.21,67.78,4.61,3.24,-4.8,25,1,0.981,1.55,-264148.29,905125,24738.93
FLIGHT_2516,B777,124811,676,38665,38557,412,413,24.22,37.91,599.01,6.49,4.54,-4.52,26,1,1.027,1.62,-563706.22,1005290,183931.36
FLIGHT_2517,A320,51463,178,31825,32108,477,475,100.7,31.83,111.3,4.83,3.16,17.38,28,1,1.013,2.82,894304.83,891100,38544.82
FLIGHT_2518,B777,172950,518,36177,36174,477,475,109.36,35.9,449.45,8.62,5.52,-7.16,32,1,1.065,0.56,-1237513.82,1157664,176587.74
FLIGHT_2519,B737,58123,165,39418,39101,409,408,140.74,40.35,84.32,4.77,3.31,-15.75,29,1,1.003,0.32,-915525.8,1143122,27118.97
FLIGHT_2520,B777,131261,569,31265,31494,412,414,100.88,32.78,505.92,6.57,4.66,23.15,34,1,1.051,0.18,3038381.86,1063010,185785.86
FLIGHT_2521,A330,167676,655,35553,35896,465,467,103.13,32.65,588.27,7.89,5.47,19.73,34,0,1.045,1.31,3307641.88,1208802,243466.1
FLIGHT_2522,A330,173455,540,40891,40551,441,441,40.85,40.81,454.81,8.5,5.56,29.89,22,0,1.07,2.02,5183917.09,899602,217892.99
FLIGHT_2523,B777,166008,423,36987,37426,472,472,22.84,36.08,348.89,8.61,5.5,5.94,28,1,0.989,1.86,986405.71,1035636,142188.76
FLIGHT_2524,B737,50648,170,39083,39309,457,458,83.01,38.38,93.65,5.06,3.32,-8.52,24,1,1.067,1.73,-431316.54,937992,33324.47
FLIGHT_2525,B777,169108,547,39462,39890,451,450,101.7,39.14,466.85,7.78,5.44,3.62,34,1,1.006,2.76,612861.38,1341708,183273.88
FLIGHT_2526,B777,148870,554,33276,33005,460,460,127.77,32.93,489.77,7.81,5.36,18.56,24,0,1.018,2.38,2763754.26,798624,198976.23
FLIGHT_2527,B777,150400,555,34758,34958,454,455,52.65,37.01,480.44,7.74,5.2,3.37,29,1,1.062,0.36,506181.95,1007982,183887.82
FLIGHT_2528,A320,50467,231,38685,38926,416,416,49.51,36.89,154.31,4.64,3.3,-2.84,32,1,1.039,0.73,-143134.28,1237920,43842.1
FLIGHT_2529,B777,170686,596,34141,33708,479,478,65.23,33.34,529.97,7.77,5.44,23.49,30,1,1.038,0.86,4008841.84,1024230,222553.06
FLIGHT_2530,A320,57317,125,39002,39019,437,435,92.19,40.62,43.49,4.89,3.49,-5.3,34,1,1.056,1.22,-303681.99,1326068,24296.53
FLIGHT_2531,B777,133240,427,34230,34625,422,424,41.1,37.17,351.86,7.63,4.98,20.34,32,0,1.022,1.67,2710710.41,1095360,143324.28
FLIGHT_2532,A330,174440,367,37587,37586,451,452,61.98,40.52,290.73,8.72,5.74,-4.36,31,1,1.052,2.72,-761406.58,1165197,132500.13
FLIGHT_2533,B737,62122,237,40977,41126,466,464,140.28,41.86,154.13,5.53,3.47,10.15,33,1,1.047,2.55,630554.07,1352241,55379.49
FLIGHT_2534,A330,156404,585,38543,38263,453,452,111.64,37.14,508.8,7.67,5.47,-10.48,34,0,1.041,0.98,-1639197.34,1310462,187363.04
FLIGHT_2535,B777,144914,681,40345,40734,472,470,85.64,38.81,601.8,7.77,5.07,-19.82,30,0,0.999,2.98,-2872114.71,1210350,190292.54
FLIGHT_2536,B777,143906,434,39838,40331,437,436,120.66,38.54,355.47,7.77,5.01,-18.06,24,1,0.991,1.41,-2599083.63,956112,117500.85
FLIGHT_2537,B777,148408,651,30099,30383,451,451,77.2,30.31,593.25,8.21,5.28,9.03,23,1,1.0,2.68,1339577.91,692277,219496.72
FLIGHT_2538,B777,145449,551,39538,39363,459,460,69.76,40.3,468.65,7.73,4.91,-4.45,27,0,1.02,1.09,-647423.13,1067526,161236.41
FLIGHT_2539,B777,166180,661,34677,34522,416,414,146.83,33.93,590.59,7.52,5.31,-19.18,33,1,1.023,1.49,-3187807.89,1144341,195973.68
FLIGHT_2540,A320,49326,122,37647,37337,453,452,123.12,37.04,52.39,4.66,3.06,8.07,25,0,1.038,1.53,398034.02,941175,24152.29
FLIGHT_2541,B777,174517,435,32368,32228,442,441,88.17,34.86,367.16,8.97,5.73,28.8,24,0,1.052,1.94,5026789.96,776832,178465.42
FLIGHT_2542,B737,57748,71,40062,40014,465,466,77.61,41.18,0.0,4.85,3.43,10.68,31,0,1.004,0.34,616563.95,1241922,15447.3
FLIGHT_2543,B737,45410,127,36324,35880,439,441,145.21,38.2,51.8,4.49,3.1,-1.47,25,1,1.058,2.67,-66832.79,908100,23451.68
FLIGHT_2544,B737,49800,188,33850,33369,413,415,49.09,31.73,126.49,4.75,3.24,29.08,25,0,1.024,1.87,1448174.46,846250,44826.77
FLIGHT_2545,A320,64591,157,35337,34986,441,440,101.66,35.83,88.79,5.36,3.47,8.32,32,0,1.036,0.48,537120.84,1130784,35315.09
FLIGHT_2546,B777,133634,422,35799,35453,474,475,27.48,37.38,347.59,7.21,4.99,27.83,28,1,1.066,0.95,3718519.74,1002372,151694.57
FLIGHT_2547,A330,133655,382,35971,35906,437,437,44.6,33.34,314.76,7.38,4.95,0.92,31,1,0.995,1.17,123174.95,1115101,111927.89
FLIGHT_2548,A320,47360,169,38646,38295,451,453,25.53,37.11,95.87,4.98,3.16,-10.76,31,0,1.067,2.5,-509810.34,1198026,30668.47
FLIGHT_2549,A320,50024,201,37559,37549,460,462,134.51,36.8,130.5,4.97,3.15,19.23,22,0,1.004,1.11,961765.78,826298,43689.67
FLIGHT_2550,B777,152836,656,36544,36610,476,478,130.54,37.54,580.38,8.14,5.28,-5.31,27,0,1.0,1.71,-811585.91,986688,203108.7
FLIGHT_2551,B737,63360,140,40886,40395,423,422,63.38,43.85,48.17,4.8,3.42,-4.59,26,1,1.056,0.1,-291099.79,1063036,25146.28
FLIGHT_2552,A320,46099,160,30321,30538,436,437,20.16,30.09,102.5,4.84,3.11,5.41,29,1,1.03,2.74,249296.98,879309,32507.29
FLIGHT_2553,B777,176693,545,36636,36545,418,416,146.94,34.52,475.32,8.59,5.62,2.73,26,1,1.005,0.73,482532.43,952536,185634.21
FLIGHT_2554,B777,141631,453,32734,32952,442,442,23.43,30.98,390.14,7.37,5.26,-10.78,25,1,1.065,0.86,-1526748.95,818350,142462.44
FLIGHT_2555,B737,50936,80,31191,30843,403,405,143.01,28.5,25.02,4.86,3.33,19.61,25,1,1.052,1.83,998776.28,779775,18507.34
FLIGHT_2556,B737,57672,180,31101,31576,442,442,67.7,32.5,113.82,5.37,3.37,25.11,33,0,1.058,2.0,1448212.95,1026333,45207.11
FLIGHT_2557,A330,156964,489,38915,38880,438,439,127.74,41.72,407.42,7.61,5.24,6.29,26,0,1.007,1.38,986934.36,1011790,158526.13
FLIGHT_2558,B737,51492,68,39680,39181,449,448,81.6,40.93,0.0,4.6,3.03,20.02,27,0,0.995,1.15,1031000.38,1071360,14984.14
FLIGHT_2559,B777,138457,522,38137,38362,466,464,52.63,36.61,446.96,7.51,5.02,29.88,26,0,1.053,1.04,4137027.45,991562,188715.99
FLIGHT_2560,A330,160758,537,34285,34047,432,430,52.46,35.15,468.41,8.21,5.48,25.46,34,1,1.002,1.66,4092844.06,1165690,198040.01
FLIGHT_2561,A330,140179,527,40159,40425,430,429,113.03,40.77,447.94,7.66,5.08,9.91,31,0,1.003,1.48,1388929.4,1244929,169106.77
FLIGHT_2562,B737,54086,227,34784,35135,469,467,93.24,33.3,161.56,4.81,3.32,-6.01,28,1,1.06,2.43,-324833.71,973952,44859.15
FLIGHT_2563,B777,147966,367,30803,30543,411,411,41.89,29.26,306.9,7.92,5.34,9.22,29,1,1.003,2.1,1364139.59,893287,122447.66
FLIGHT_2564,A330,147291,456,37651,37881,463,464,73.92,37.1,379.97,8.03,5.2,-19.77,25,0,1.014,1.82,-2912194.59,941275,130616.45
FLIGHT_2565,B777,151564,694,36584,36471,414,414,85.41,33.85,625.84,7.37,5.05,-2.65,27,0,0.981,1.87,-402157.61,987768,204480.16
FLIGHT_2566,A320,48547,172,34720,35096,444,445,24.77,36.24,101.26,4.95,3.24,10.16,34,0,1.0,0.52,493246.77,1180480,35082.15
FLIGHT_2567,B777,167873,615,31092,30627,452,451,37.18,30.75,554.47,8.9,5.63,27.76,24,1,1.062,1.55,4660560.25,746208,250212.27
FLIGHT_2568,B737,46292,180,40209,40570,446,446,146.48,37.23,105.21,4.84,3.2,25.1,22,1,1.009,2.26,1162160.48,884598,40748.28
FLIGHT_2569,B737,59363,136,31026,30732,457,455,116.3,33.82,70.06,5.03,3.45,-4.64,24,0,1.029,2.61,-275636.63,744624,26987.05
FLIGHT_2570,A320,53235,236,31385,30974,456,458,83.54,33.23,172.44,5.15,3.27,2.37,22,0,1.059,2.68,126064.52,690470,50408.63
FLIGHT_2571,B737,49395,225,37780,37616,403,404,52.9,38.64,145.15,5.14,3.23,6.42,33,0,1.008,2.07,317348.01,1246740,45574.23
FLIGHT_2572,A330,146120,663,35724,35295,419,419,92.27,33.54,595.78,7.26,5.09,26.69,34,0,1.052,2.97,3899406.71,1214616,243943.42
FLIGHT_2573,A330,135602,591,32436,32466,478,476,121.49,29.79,530.25,7.37,4.89,14.98,31,1,1.066,0.25,2031817.71,1005516,196720.93
FLIGHT_2574,A330,162839,510,37841,37850,421,420,96.08,37.14,439.76,7.99,5.36,-6.93,30,0,1.064,2.82,-1129162.81,1135230,171676.93
FLIGHT_2575,B777,174472,528,38531,38528,476,475,51.58,36.39,455.75,8.17,5.66,3.86,31,1,1.05,2.58,674326.04,1194461,193215.8
FLIGHT_2576,A330,154936,586,30278,30042,441,439,33.68,32.05,522.71,8.06,5.36,19.01,31,1,1.055,2.37,2944733.63,938618,219740.36
FLIGHT_2577,B737,55785,223,39333,38907,406,404,34.15,38.91,147.81,4.75,3.35,-11.29,29,0,0.995,1.27,-629984.16,1140657,39453.96
FLIGHT_2578,A320,46616,204,36612,36497,448,447,39.2,34.91,136.76,4.91,3.14,20.99,22,0,0.99,0.71,978667.8,805464,44056.83
FLIGHT_2579,A320,64202,198,39622,39781,463,463,26.59,37.65,125.73,5.11,3.58,1.24,34,1,1.048,0.9,79333.54,1347148,43261.83
FLIGHT_2580,A320,63335,174,40139,40486,427,429,85.11,43.03,85.11,5.09,3.52,-1.53,27,0,0.995,1.49,-96700.39,1083753,33723.41
FLIGHT_2581,B777,178144,656,35669,35795,420,420,95.5,33.02,587.12,9.3,5.94,14.42,34,0,1.037,2.21,2568886.56,1212746,259066.78
FLIGHT_2582,A330,160459,455,30480,30706,430,430,44.57,32.11,393.73,8.78,5.64,29.47,34,1,0.995,2.71,4729254.69,1036320,175687.24
FLIGHT_2583,B737,59966,189,37053,36830,468,467,124.12,38.79,114.64,4.97,3.34,0.96,34,0,1.013,2.34,57558.05,1259802,37744.57
FLIGHT_2584,B777,136435,329,30732,30844,402,401,148.69,33.41,259.61,7.08,4.97,-5.41,22,0,1.036,0.66,-738545.76,676104,95497.41
FLIGHT_2585,B737,60315,61,30402,30606,404,403,129.56,30.41,2.58,4.99,3.2,0.66,31,1,0.991,2.35,39711.4,942462,11462.72
FLIGHT_2586,A320,55503,63,33782,33881,417,418,57.19,32.87,0.0,4.74,3.35,15.5,33,1,1.022,2.8,860189.63,1114806,13219.61
FLIGHT_2587,B737,47962,193,31342,31144,425,423,110.37,34.31,126.34,4.64,3.06,5.78,31,0,1.025,1.64,277035.24,971602,37727.86
FLIGHT_2588,A320,47169,234,39024,39233,464,463,65.13,41.85,148.76,4.25,2.92,24.23,23,0,1.019,0.46,1142699.22,897552,48047.88
FLIGHT_2589,A330,140052,365,38547,38585,466,467,113.97,39.71,286.95,7.51,5.18,27.64,34,0,1.037,2.82,3871626.71,1310598,133282.61
FLIGHT_2590,B737,58757,112,38971,38543,461,461,122.16,40.87,27.46,4.68,3.11,-5.3,32,0,0.993,2.0,-311218.09,1247072,17733.46
FLIGHT_2591,B777,132997,686,36886,37002,452,452,73.37,39.35,603.59,6.99,4.64,7.97,29,0,1.019,0.0,1059501.11,1069694,200394.28
FLIGHT_2592,A320,49386,127,32095,32577,468,469,133.67,32.12,62.44,4.75,3.27,-15.59,23,0,1.046,2.38,-769960.36,738185,21274.06
FLIGHT_2593,A330,172945,461,36912,36923,476,477,38.04,39.41,378.98,7.97,5.67,19.04,25,1,1.04,0.72,3292397.42,922800,172104.0
FLIGHT_2594,A330,156945,303,35433,35888,447,448,108.24,36.99,233.06,8.68,5.45,-2.95,26,1,1.031,2.12,-463560.9,921258,101801.6
FLIGHT_2595,B737,55229,134,31200,30853,424,425,71.16,31.61,71.26,4.85,3.3,16.96,30,0,1.066,2.09,936419.58,936000,30751.83
FLIGHT_2596,A320,58327,136,37176,36799,443,442,30.88,38.22,60.26,5.45,3.53,17.04,27,1,1.02,1.63,993766.83,1003752,32177.37
FLIGHT_2597,B777,160306,640,30418,30681,422,421,137.52,31.02,580.64,8.57,5.42,10.39,22,1,0.993,1.06,1665189.45,669196,218359.69
FLIGHT_2598,B737,47794,102,35116,34785,465,465,81.6,37.3,25.77,5.07,3.23,-10.77,25,0,1.024,0.9,-514909.0,877900,17007.09
FLIGHT_2599,A330,170006,500,39150,38908,450,451,48.72,41.4,417.29,9.19,5.79,-11.7,28,0,1.023,0.69,-1989811.02,1096200,166891.85
FLIGHT_2600,A320,50578,147,37834,37699,450,452,53.68,36.51,71.13,4.91,3.19,-9.63,27,1,1.054,0.61,-486908.69,1021518,26337.25
FLIGHT_2601,A330,147469,376,36669,36709,476,476,141.49,39.12,301.14,7.98,5.28,-16.6,24,0,1.066,2.41,-2448202.07,880056,117426.82
FLIGHT_2602,B777,135670,619,32912,33239,436,434,121.67,31.0,558.54,7.56,4.85,-14.86,34,1,0.982,0.27,-2016034.14,1119008,162882.55
FLIGHT_2603,A330,131767,365,40677,40974,450,449,65.19,38.36,291.21,6.76,4.77,7.63,22,1,1.015,2.1,1004890.32,894894,109871.24
FLIGHT_2604,A320,52231,220,30267,30142,411,412,34.99,29.26,160.08,4.41,3.09,6.66,32,0,0.993,0.71,347831.32,968544,40936.35
FLIGHT_2605,B737,46267,163,32549,32196,434,432,135.77,33.96,98.25,4.77,3.19,-1.52,27,0,1.068,1.97,-70480.17,878823,32320.45
FLIGHT_2606,A320,53447,91,39279,39282,444,446,35.22,40.58,14.09,5.21,3.27,-19.32,27,1,1.034,2.11,-1032643.33,1060533,15930.2
FLIGHT_2607,B737,45364,163,39194,39234,473,472,88.62,36.68,92.19,4.84,3.29,22.49,30,1,1.041,0.45,1020178.06,1175820,38236.66
FLIGHT_2608,B777,146872,554,38588,38688,450,450,128.66,37.72,481.28,7.69,5.12,23.55,30,0,1.014,0.79,3458682.3,1157640,191836.36
FLIGHT_2609,A320,50984,157,38955,39119,450,451,30.91,36.64,84.71,4.77,3.13,2.22,26,1,1.003,2.02,113193.74,1012830,29269.81
FLIGHT_2610,A320,50206,216,32163,32350,439,440,62.91,30.3,155.38,4.74,3.29,1.48,25,0,1.024,1.24,74263.84,804075,43174.85
FLIGHT_2611,B737,59225,146,30643,30382,414,414,115.46,31.1,86.54,5.24,3.54,23.92,31,1,1.033,2.9,1416847.14,949933,37053.71
FLIGHT_2612,B777,158132,515,33768,33901,412,410,143.03,32.38,448.47,8.56,5.42,22.68,29,1,1.036,2.47,3585746.05,979272,193756.75
FLIGHT_2613,A330,160238,717,39584,39990,410,409,121.0,37.36,643.79,8.31,5.24,-9.01,30,1,1.016,0.87,-1443476.98,1187520,219359.27
FLIGHT_2614,A330,166378,648,39293,39294,447,448,61.12,40.3,570.2,8.09,5.67,-5.52,23,1,1.056,1.18,-918414.05,903739,226733.87
FLIGHT_2615,A330,175138,452,38524,38435,416,415,56.33,40.58,369.48,9.27,5.86,-2.73,33,0,0.993,0.58,-477897.97,1271292,153941.73
FLIGHT_2616,B777,152877,615,40416,40711,474,475,36.67,38.2,538.77,7.88,5.2,21.2,29,1,1.035,1.33,3240554.45,1172064,218723.02
FLIGHT_2617,A320,49333,181,31615,31766,453,454,76.48,30.66,120.44,5.2,3.26,29.44,28,1,1.063,2.37,1452500.26,885220,46418.05
FLIGHT_2618,B737,51077,122,40955,40609,476,475,70.52,43.3,35.41,4.61,2.99,6.05,33,1,1.023,0.71,309210.8,1351515,22290.45
FLIGHT_2619,A330,167578,578,35420,35895,465,466,33.95,38.25,499.83,7.84,5.53,28.66,31,0,1.0,1.43,4802719.49,1098020,214359.71
FLIGHT_2620,A320,50742,71,30211,29975,459,459,62.95,28.59,16.52,4.95,3.1,-7.92,26,1,0.983,2.15,-402067.93,785486,12319.59
FLIGHT_2621,B737,51223,97,39429,39561,431,431,127.87,39.8,19.29,4.65,3.17,19.94,26,1,1.046,1.81,1021262.41,1025154,21202.15
FLIGHT_2622,B777,152347,510,32081,32299,449,449,111.91,34.6,438.3,7.49,5.2,7.25,28,0,0.993,1.92,1104837.11,898268,162253.95
FLIGHT_2623,B777,171240,650,32282,31864,455,453,50.45,31.78,585.8,8.15,5.62,13.09,28,0,1.056,1.08,2241862.6,903896,243529.25
FLIGHT_2624,A330,161327,406,40751,40393,462,464,85.34,40.62,326.56,8.15,5.42,-0.27,25,1,0.993,0.24,-43633.44,1018775,128680.28
FLIGHT_2625,B777,139914,713,37426,37901,475,477,116.49,40.32,629.96,7.93,5.04,16.66,29,0,0.984,0.92,2330491.32,1085354,229436.65
FLIGHT_2626,B737,45489,191,33581,34015,470,469,87.87,34.55,121.83,4.99,3.16,-12.14,34,1,0.995,0.65,-552264.21,1141754,32156.55
FLIGHT_2627,B737,53268,117,30295,30415,459,460,75.02,31.8,50.77,5.04,3.16,10.71,33,0,0.999,1.59,570272.79,999735,23151.63
FLIGHT_2628,B777,127981,317,34449,34292,446,448,24.7,34.38,248.76,6.86,4.67,-4.89,29,1,0.985,1.65,-625393.27,999021,84785.48
FLIGHT_2629,B737,58986,70,35555,35544,404,404,147.97,37.91,0.0,5.02,3.46,20.12,24,1,1.065,0.21,1186791.1,853320,17228.24
FLIGHT_2630,A320,53843,223,32170,31986,439,439,143.02,30.67,164.48,4.67,3.11,-10.01,32,0,1.065,0.14,-538822.2,1029440,39726.52
FLIGHT_2631,B777,123531,428,33359,33808,464,463,24.57,31.18,368.2,6.47,4.47,25.46,33,0,1.056,0.4,3145589.13,1100847,136878.04
FLIGHT_2632,A330,165500,547,32879,32835,455,455,106.67,32.86,482.1,8.81,5.52,-14.47,24,0,1.033,0.74,-2394596.99,789096,175097.07
FLIGHT_2633,A320,58798,106,31161,31265,446,444,55.65,30.21,44.33,4.74,3.34,-8.46,31,0,0.998,1.33,-497710.35,965991,17739.85
FLIGHT_2634,A330,131163,557,30125,30253,477,478,98.66,31.12,492.71,7.35,4.9,-2.01,27,0,1.024,1.2,-263739.63,813375,165736.14
FLIGHT_2635,B737,58073,83,40552,40811,401,402,138.79,39.72,0.77,5.61,3.53,28.49,33,0,0.984,0.07,1654769.2,1338216,18831.7
FLIGHT_2636,B777,176324,501,32278,32362,439,440,110.68,33.09,435.4,8.96,5.65,-12.92,30,1,0.991,1.4,-2277699.96,968340,159732.6
FLIGHT_2637,A320,54906,69,37108,37168,474,473,148.33,38.92,0.0,5.21,3.32,27.21,25,1,0.99,1.02,1493915.16,927700,17105.91
FLIGHT_2638,B737,49279,189,36224,35772,432,432,77.31,39.07,114.11,4.84,3.27,-11.27,24,0,1.058,2.38,-555344.81,869376,35163.62
FLIGHT_2639,A330,148858,451,34600,34478,423,424,61.79,34.22,381.08,7.39,5.22,21.43,34,0,1.021,1.09,3190460.9,1176400,156073.49
FLIGHT_2640,B777,155443,690,30059,30197,459,461,146.04,29.93,632.12,8.14,5.24,26.53,30,0,1.04,1.83,4124418.48,901770,257133.2
FLIGHT_2641,A330,125055,553,31814,31884,476,475,127.43,33.85,484.06,6.67,4.53,-6.05,22,0,0.991,2.54,-756119.52,699908,144953.79
FLIGHT_2642,A330,145976,550,34701,34379,476,475,61.62,37.45,476.16,7.21,5.14,28.97,24,1,0.991,2.52,4228721.72,832824,192032.56
FLIGHT_2643,A330,129439,436,31536,31701,466,466,107.27,28.91,378.97,7.03,4.79,-5.16,25,1,1.021,0.7,-667529.49,788400,123711.02
FLIGHT_2644,B777,121152,598,32316,32360,461,460,138.39,32.42,532.51,7.2,4.56,-12.36,31,0,1.009,1.14,-1497506.79,1001796,153988.12
FLIGHT_2645,B777,160838,306,38538,38821,410,411,52.74,35.93,237.19,8.77,5.51,1.9,25,0,0.989,2.99,305499.62,963450,103121.27
FLIGHT_2646,A320,52063,169,39375,38953,405,404,109.25,40.3,86.85,4.56,3.04,-5.19,23,1,1.014,1.8,-270126.59,905625,28482.73
FLIGHT_2647,A330,166611,351,34333,34447,421,420,143.09,36.25,276.13,8.71,5.55,29.09,30,1,0.997,1.94,4846523.69,1029990,132209.15
FLIGHT_2648,B777,150940,528,35266,35179,468,466,147.0,33.89,460.16,7.72,5.18,6.65,28,1,1.017,0.56,1004403.4,987448,170407.78
FLIGHT_2649,B777,129584,477,31772,31922,413,414,88.8,30.01,416.93,7.43,4.92,-12.66,33,0,1.004,1.89,-1640353.52,1048476,132635.0
FLIGHT_2650,A320,60127,172,36410,36099,414,415,34.66,39.21,94.25,5.23,3.49,18.52,28,0,1.037,1.64,1113624.52,1019480,41310.61
FLIGHT_2651,A330,166428,551,33131,32959,470,471,40.21,31.56,489.69,7.74,5.47,17.37,23,1,1.063,0.9,2891541.46,762013,206603.75
FLIGHT_2652,A330,122532,318,32539,32361,454,455,136.63,34.76,250.37,6.91,4.56,7.66,24,0,1.05,2.02,939153.9,780936,94841.18
FLIGHT_2653,B777,164981,317,39144,38807,431,430,21.72,40.9,236.66,7.99,5.26,-18.43,22,0,0.986,0.98,-3041064.27,861168,88572.74
FLIGHT_2654,B777,159603,405,33893,33608,463,463,37.85,32.86,339.0,7.56,5.35,-10.91,34,1,1.006,0.19,-1741765.13,1152362,121610.26
FLIGHT_2655,B737,49535,197,38573,38520,431,432,58.38,38.03,120.96,5.04,3.24,26.98,27,1,0.995,1.49,1336479.68,1041471,45353.43
FLIGHT_2656,B777,146382,399,30816,31075,440,439,62.08,33.81,332.9,7.22,5.12,24.48,34,0,1.013,1.31,3583041.49,1047744,137440.11
FLIGHT_2657,A330,152482,608,37336,37565,442,441,41.96,37.39,536.24,7.65,5.37,27.49,29,1,1.027,0.6,4192194.98,1082744,225611.15
FLIGHT_2658,A330,139638,339,39087,39268,429,431,45.81,41.55,258.72,7.34,4.91,10.9,31,1,0.992,1.61,1522373.48,1211697,104208.19
FLIGHT_2659,A330,135674,704,34925,35332,443,444,37.9,32.09,641.86,7.07,4.92,26.04,32,1,1.008,0.52,3533422.93,1117600,236221.24
FLIGHT_2660,A320,54446,222,33492,33220,459,459,102.8,35.81,147.14,4.7,3.24,28.07,28,0,1.011,0.56,1528232.3,937776,51230.72
FLIGHT_2661,B777,174176,372,39700,39774,433,432,109.23,40.06,295.42,8.34,5.85,-18.19,29,1,1.024,0.77,-3168582.89,1151300,120690.95
FLIGHT_2662,A320,55702,177,36347,36704,424,423,104.22,36.11,106.14,4.79,3.41,-0.81,27,1,1.001,2.25,-45352.5,981369,34437.34
FLIGHT_2663,A330,176476,663,38035,37682,426,426,120.34,40.07,581.33,8.78,5.73,2.18,31,0,1.07,1.44,385455.01,1179085,246576.58
FLIGHT_2664,A320,50304,64,40502,40577,415,417,55.99,41.36,0.0,4.89,3.34,-2.96,25,1,1.021,0.26,-149052.22,1012550,14342.11
FLIGHT_2665,B737,52428,116,33332,33571,429,429,52.27,31.32,57.34,4.51,3.14,-13.56,28,0,1.021,0.05,-711126.77,933296,18825.91
FLIGHT_2666,B777,169200,543,34339,34347,421,420,84.5,35.06,472.84,8.42,5.47,9.7,31,0,1.027,1.18,1640715.51,1064509,191128.42
FLIGHT_2667,B777,154272,578,30179,30331,421,419,122.45,28.65,518.7,8.33,5.45,22.7,25,1,1.01,2.13,3501435.61,754475,212712.78
FLIGHT_2668,A330,124115,693,36667,36192,404,405,49.38,38.53,617.05,7.25,4.64,-19.77,29,0,0.983,0.38,-2453700.72,1063343,168742.86
FLIGHT_2669,A320,49733,188,34197,33899,405,403,131.41,37.13,114.43,5.14,3.25,-4.7,23,1,1.062,0.09,-233704.41,786531,37038.13
